[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-03 04:44:44] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-03 04:44:44] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-03 04:44:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-03 04:44:56] [class-ss-setup-task.php:33] Creating archive directory: C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663\
[2024-10-03 04:44:57] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/mumtaaz/
[2024-10-03 04:50:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-10-03 04:50:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 573
[2024-10-03 04:50:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:50:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe229a11cd4-C7QWjl.tmp
[2024-10-03 04:50:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=11777
[2024-10-03 04:50:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=11777
[2024-10-03 04:50:39] [class-ss-url-fetcher.php:103] Filesize: 600771 bytes
[2024-10-03 04:50:39] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:50:39] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-10-03 04:50:39] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe229a11cd4-C7QWjl.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-10-03 04:50:39] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:50:39] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:50:39] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:50:40] [class-ss-page.php:119] Checking Content Identical:3cc2b815d2a8c1252cd0b7d5e3acede20a0c5487===. Value: FALSE
[2024-10-03 04:50:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-10-03 04:50:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 573
[2024-10-03 04:50:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:50:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22a03a2ec-Bm9oSd.tmp
[2024-10-03 04:50:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=11778
[2024-10-03 04:50:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=11778
[2024-10-03 04:50:41] [class-ss-url-fetcher.php:103] Filesize: 242193 bytes
[2024-10-03 04:50:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:50:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-10-03 04:50:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22a03a2ec-Bm9oSd.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-10-03 04:50:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:50:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:50:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:50:41] [class-ss-page.php:119] Checking Content Identical:f7819b3f24fbfa02e1d1f28ff026d607a9c72e8e===. Value: FALSE
[2024-10-03 04:50:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-10-03 04:50:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 573
[2024-10-03 04:50:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:50:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22a187c4d-vc1uhU.tmp
[2024-10-03 04:50:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=11779
[2024-10-03 04:50:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=11779
[2024-10-03 04:50:42] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2024-10-03 04:50:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-03 04:50:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-10-03 04:50:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22a187c4d-vc1uhU.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-10-03 04:50:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:50:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:50:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:50:42] [class-ss-page.php:119] Checking Content Identical:a8cd41f35d9642d28759efe1289925bbcd65eab1===. Value: FALSE
[2024-10-03 04:50:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-10-03 04:50:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 573
[2024-10-03 04:50:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:50:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22a239b83-CleHdn.tmp
[2024-10-03 04:50:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=11780
[2024-10-03 04:50:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=11780
[2024-10-03 04:50:48] [class-ss-url-fetcher.php:103] Filesize: 2103473 bytes
[2024-10-03 04:50:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:50:48] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-10-03 04:50:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22a239b83-CleHdn.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-10-03 04:50:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:50:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:50:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:50:49] [class-ss-page.php:119] Checking Content Identical:a7ec539dc49f268335912c0b3a7c7c06dc1b2d7b===. Value: FALSE
[2024-10-03 04:50:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-10-03 04:50:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 573
[2024-10-03 04:50:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:50:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22a9bb469-1mG4Fn.tmp
[2024-10-03 04:50:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=11781
[2024-10-03 04:50:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=11781
[2024-10-03 04:50:58] [class-ss-url-fetcher.php:103] Filesize: 631139 bytes
[2024-10-03 04:50:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:50:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-10-03 04:50:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22a9bb469-1mG4Fn.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-10-03 04:50:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:50:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:50:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:50:58] [class-ss-page.php:119] Checking Content Identical:3e113525e11bb7c8699405893dd64c445d704e5d===. Value: FALSE
[2024-10-03 04:50:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-10-03 04:50:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 573
[2024-10-03 04:50:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:50:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22b281d15-6TUoGu.tmp
[2024-10-03 04:50:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt?simply_static_page=11782
[2024-10-03 04:50:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt?simply_static_page=11782
[2024-10-03 04:50:59] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
[2024-10-03 04:50:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-03 04:50:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-10-03 04:50:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22b281d15-6TUoGu.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-10-03 04:50:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:50:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:50:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:50:59] [class-ss-page.php:119] Checking Content Identical:e4fdeb429e0ed2d0153820d0426edb7d1851e545===. Value: FALSE
[2024-10-03 04:50:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.js
[2024-10-03 04:50:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 573
[2024-10-03 04:50:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:50:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22b39a804-bryFzX.tmp
[2024-10-03 04:50:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.js?simply_static_page=11783
[2024-10-03 04:50:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.js?simply_static_page=11783
[2024-10-03 04:51:04] [class-ss-url-fetcher.php:103] Filesize: 2154921 bytes
[2024-10-03 04:51:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:51:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.js
[2024-10-03 04:51:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22b39a804-bryFzX.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai.js
[2024-10-03 04:51:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:51:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:51:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:51:04] [class-ss-page.php:119] Checking Content Identical:5d77be9067b3ff78dd7e65a0f15b1fd536c3f58c===. Value: FALSE
[2024-10-03 04:51:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.min.js
[2024-10-03 04:51:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 573
[2024-10-03 04:51:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:51:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22b8f3f27-q14dYT.tmp
[2024-10-03 04:51:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.min.js?simply_static_page=11784
[2024-10-03 04:51:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.min.js?simply_static_page=11784
[2024-10-03 04:51:07] [class-ss-url-fetcher.php:103] Filesize: 652225 bytes
[2024-10-03 04:51:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:51:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.min.js
[2024-10-03 04:51:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22b8f3f27-q14dYT.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai.min.js
[2024-10-03 04:51:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:51:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:51:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:51:07] [class-ss-page.php:119] Checking Content Identical:b057ce4cecbf9e0b48f3a904eaf9ad73f83aa861===. Value: FALSE
[2024-10-03 04:51:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-10-03 04:51:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 573
[2024-10-03 04:51:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:51:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22bbc2583-LSWdLI.tmp
[2024-10-03 04:51:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=11785
[2024-10-03 04:51:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=11785
[2024-10-03 04:51:08] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
[2024-10-03 04:51:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-03 04:51:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-10-03 04:51:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22bbc2583-LSWdLI.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2024-10-03 04:51:08] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:51:08] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:51:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:51:08] [class-ss-page.php:119] Checking Content Identical:e4fdeb429e0ed2d0153820d0426edb7d1851e545===. Value: FALSE
[2024-10-03 04:51:08] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-10-03 04:51:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 573
[2024-10-03 04:51:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:51:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22bcc7f9f-zD00f7.tmp
[2024-10-03 04:51:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js?simply_static_page=11786
[2024-10-03 04:51:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js?simply_static_page=11786
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:103] Filesize: 1140 bytes
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22bcc7f9f-zD00f7.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/alert.c3c6a3fdf4745bd26b7f.bundle.js
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:51:10] [class-ss-page.php:119] Checking Content Identical:a2f66d661add241bc860f72f35822a509d386334===. Value: FALSE
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-10-03 04:51:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 573
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22be5904f-49TE5f.tmp
[2024-10-03 04:51:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js?simply_static_page=11787
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js?simply_static_page=11787
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:103] Filesize: 624 bytes
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22be5904f-49TE5f.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/alert.cbc2a0fee74ee3ed0419.bundle.min.js
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:51:10] [class-ss-page.php:119] Checking Content Identical:d4cd9f2eb5118dcc14f07e65649a0ad244c336b9===. Value: FALSE
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-10-03 04:51:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 573
[2024-10-03 04:51:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22be8f221-KGRpxu.tmp
[2024-10-03 04:51:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=11788
[2024-10-03 04:51:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=11788
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:103] Filesize: 103923 bytes
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22be8f221-KGRpxu.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:51:11] [class-ss-page.php:119] Checking Content Identical:abe1ff5bcc916f6600528bcdc6e45f38f2637be5===. Value: FALSE
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-10-03 04:51:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 573
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22bf54990-nCgIdr.tmp
[2024-10-03 04:51:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=11789
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=11789
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:103] Filesize: 28437 bytes
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe22bf54990-nCgIdr.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:51:11] [class-ss-page.php:119] Checking Content Identical:5802c10392983b9e450f98e6274fca6215c6415c===. Value: FALSE
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2024-10-03 04:51:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 573
[2024-10-03 04:51:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe22bfb8a5b-1PH0sf.tmp
[2024-10-03 04:51:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt?simply_static_page=11790
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt?simply_static_page=11790
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-03 04:51:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
